"url","Result","Name","Name_link","Review Count","Price","Services","Category List Link","Category List Link_link","Neighborhood","Address","City, ST Zip","Phone"
"https://www.yelp.com/search?find_desc=vegan&start=0&cflt=vegan,vegetarian&l=p:MA:Boston::%5BAllston/Brighton,Arlington_Center,Arlington_Heights,Back_Bay,Beacon_Hill,Brookline_Village,Central_Square,Chinatown,Downtown,East_Arlington,East_Cambridge,Fenway,Jamaica_Plain,Kendall_Square/MIT,Mission_Hill,North_Cambridge,South_End,West_End%5D","9.","by CHLOE. Fenway","https://www.yelp.com/biz/by-chloe-fenway-boston?osq=vegan","85 reviews","$$","Vegan, Vegetarian, American (New)","Vegan; Vegetarian; American (New)","https://www.yelp.com/search?cflt=vegan&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=newamerican&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","Fenway","100 Van Ness St","Boston, MA 02215",""
"https://www.yelp.com/search?find_desc=vegan&start=0&cflt=vegan,vegetarian&l=p:MA:Boston::%5BAllston/Brighton,Arlington_Center,Arlington_Heights,Back_Bay,Beacon_Hill,Brookline_Village,Central_Square,Chinatown,Downtown,East_Arlington,East_Cambridge,Fenway,Jamaica_Plain,Kendall_Square/MIT,Mission_Hill,North_Cambridge,South_End,West_End%5D","10.","Zhu","https://www.yelp.com/biz/zhu-arlington?osq=vegan","93 reviews","$$","Asian Fusion, Vegan, Vegetarian","Asian Fusion; Vegan; Vegetarian","https://www.yelp.com/search?cflt=asianfusion&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegan&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","East Arlington","166 Massachusetts Ave","Arlington, MA 02474","(781) 646-7600"
"https://www.yelp.com/search?find_desc=vegan&start=0&cflt=vegan,vegetarian&l=p:MA:Boston::%5BAllston/Brighton,Arlington_Center,Arlington_Heights,Back_Bay,Beacon_Hill,Brookline_Village,Central_Square,Chinatown,Downtown,East_Arlington,East_Cambridge,Fenway,Jamaica_Plain,Kendall_Square/MIT,Mission_Hill,North_Cambridge,South_End,West_End%5D","Ad","Moozy’s Ice Cream & Yogurt Emporium","https://www.yelp.com/adredir?ad_business_id=ygQKjTzsYKmrUvsyCuU0mw&campaign_id=vCiSJQfZSuMG-C_AdFi_0A&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmoozys-ice-cream-and-yogurt-emporium-belmont&request_id=129b839b03f15b35&signature=2e2edbfd852885aec80d1cde1862e18629b73625351f4b9c664127352d80f4a6&slot=0","77 reviews","$","Sandwiches, Ice Cream & Frozen Yogurt, Salad","Sandwiches; Ice Cream & Frozen Yogurt; Salad","https://www.yelp.com/search?cflt=sandwiches&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=icecream&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=salad&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","","2 Trapelo Rd","Belmont, MA 02478","(617) 484-4445"
"https://www.yelp.com/search?cflt=vegan%2Cvegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D&start=10","Ad","Natalie’s Pizzeria","https://www.yelp.com/adredir?ad_business_id=5rT5Hesr0ZjOfnAkHc9--w&campaign_id=mJM5OnuxgnLyAJy0CDEHJg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnatalies-pizzeria-allston-20&request_id=16689a3625e4e2c2&signature=7ecd067eb97e2ea3c043209f8a54272a61b9db0b9c54ce9beb865e9fb2ee9810&slot=0","","$$","Pizza","Pizza","https://www.yelp.com/search?cflt=pizza&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","Allston/Brighton","1312 Commonwealth Ave","Allston, MA 02134","(617) 277-7662"
"https://www.yelp.com/search?cflt=vegan%2Cvegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D&start=10","Ad","Moozy’s Ice Cream & Yogurt Emporium","https://www.yelp.com/adredir?ad_business_id=ygQKjTzsYKmrUvsyCuU0mw&campaign_id=vCiSJQfZSuMG-C_AdFi_0A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmoozys-ice-cream-and-yogurt-emporium-belmont&request_id=16689a3625e4e2c2&signature=d4ab869c7e2bdb790cb3d2eb1ff2d4c0dcc7fcdbfe8a2ebe09cb81d0f8af521d&slot=1","77 reviews","$","Ice Cream & Frozen Yogurt, Sandwiches, Salad","Ice Cream & Frozen Yogurt; Sandwiches; Salad","https://www.yelp.com/search?cflt=icecream&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=sandwiches&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=salad&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","","2 Trapelo Rd","Belmont, MA 02478","(617) 484-4445"
"https://www.yelp.com/search?cflt=vegan%2Cvegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D&start=10","11.","Zhu","https://www.yelp.com/biz/zhu-arlington?osq=vegan","93 reviews","$$","Asian Fusion, Vegan, Vegetarian","Asian Fusion; Vegan; Vegetarian","https://www.yelp.com/search?cflt=asianfusion&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegan&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","East Arlington","166 Massachusetts Ave","Arlington, MA 02474","(781) 646-7600"
"https://www.yelp.com/search?cflt=vegan%2Cvegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D&start=10","12.","by CHLOE. Fenway","https://www.yelp.com/biz/by-chloe-fenway-boston?osq=vegan","85 reviews","$$","Vegan, Vegetarian, American (New)","Vegan; Vegetarian; American (New)","https://www.yelp.com/search?cflt=vegan&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=newamerican&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","Fenway","100 Van Ness St","Boston, MA 02215",""
"https://www.yelp.com/search?cflt=vegan%2Cvegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D&start=10","13.","Cocobeet","https://www.yelp.com/biz/cocobeet-boston?osq=vegan","185 reviews","$$","Juice Bars & Smoothies, Salad, Vegan","Juice Bars & Smoothies; Salad; Vegan","https://www.yelp.com/search?cflt=juicebars&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=salad&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegan&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","Downtown","100 City Hall Plz","Boston, MA 02108","(857) 263-8598"
"https://www.yelp.com/search?cflt=vegan%2Cvegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D&start=10","14.","Blue State Coffee","https://www.yelp.com/biz/blue-state-coffee-boston?osq=vegan","186 reviews","$","Coffee & Tea, Vegan, Sandwiches","Coffee & Tea; Vegan; Sandwiches","https://www.yelp.com/search?cflt=coffee&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegan&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=sandwiches&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","Allston/Brighton","957 Commonwealth Ave","Boston, MA 02215","(617) 254-0929"
"https://www.yelp.com/search?cflt=vegan%2Cvegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D&start=10","15.","Fiore’s Bakery","https://www.yelp.com/biz/fiores-bakery-jamaica-plain?osq=vegan","299 reviews","$","Bakeries, Sandwiches, Vegan","Bakeries; Sandwiches; Vegan","https://www.yelp.com/search?cflt=bakeries&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=sandwiches&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegan&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","Jamaica Plain","55 South St","Jamaica Plain, MA 02130","(617) 524-9200"
"https://www.yelp.com/search?cflt=vegan%2Cvegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D&start=10","16.","sweetgreen","https://www.yelp.com/biz/sweetgreen-boston?osq=vegan","476 reviews","$$","Salad, Vegetarian","Salad; Vegetarian","https://www.yelp.com/search?cflt=salad&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","Back Bay","659 Boylston St","Boston, MA 02116","(617) 936-3464"
"https://www.yelp.com/search?cflt=vegan%2Cvegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D&start=10","17.","Le’s Vietnamese Resturant","https://www.yelp.com/biz/les-vietnamese-resturant-allston-2?osq=vegan","565 reviews","$","Vietnamese, Seafood, Vegan","Vietnamese; Seafood; Vegan","https://www.yelp.com/search?cflt=vietnamese&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=seafood&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegan&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","Allston/Brighton","137 Brighton Ave","Allston, MA 02134","(617) 783-2340"
"https://www.yelp.com/search?cflt=vegan%2Cvegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D&start=10","18.","Clover Food Lab - DTX","https://www.yelp.com/biz/clover-food-lab-dtx-boston?osq=vegan","124 reviews","$","Coffee & Tea, Sandwiches, Vegetarian","Coffee & Tea; Sandwiches; Vegetarian","https://www.yelp.com/search?cflt=coffee&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=sandwiches&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D; https://www.yelp.com/search?cflt=vegetarian&find_desc=vegan&l=p%3AMA%3ABoston%3A%3A%5BAllston%2FBrighton%2CArlington_Center%2CArlington_Heights%2CBack_Bay%2CBeacon_Hill%2CBrookline_Village%2CCentral_Square%2CChinatown%2CDowntown%2CEast_Arlington%2CEast_Cambridge%2CFenway%2CJamaica_Plain%2CKendall_Square%2FMIT%2CMission_Hill%2CNorth_Cambridge%2CSouth_End%2CWest_End%5D","Downtown","27 School St","Boston, MA 02108","(617) 555-5555"
